"Origin Station Complex Name","Destination Station Complex Name","Origin Station Complex ID","Destination Station Complex ID","Origin Point","Destination Point","avg_estimated_average_ridership"
"Wall St (4,5)","39 Av-Dutch Kills (N,W)","413","6","POINT (-74.011862 40.707557)","POINT (-73.932755 40.752882)","0.3072"
"Prince St (R,W)","8 St-NYU (R,W)","17","16","POINT (-73.997702 40.724329)","POINT (-73.992629 40.730328)","1.8844"
"Astoria-Ditmars Blvd (N,W)","Canal St (J,N,Q,R,W,Z,6)","1","623","POINT (-73.912034 40.775036)","POINT (-74.00058 40.718701)","19.09342"
"8 Av (N)","86 St (Q)","71","476","POINT (-74.011719 40.635064)","POINT (-73.951787 40.777891)","3.14644"
"Bedford Park Blvd (B,D)","New Lots Av (3)","211","352","POINT (-73.887138 40.873244)","POINT (-73.884079 40.666235)","0.2948"
"Fulton St (G)","36 St (M,R)","292","272","POINT (-73.975375 40.687119)","POINT (-73.928781 40.752039)","0.4151"
"Smith-9 Sts (F,G)","36 St (D,N,R)","238","32","POINT (-73.995959 40.67358)","POINT (-74.003549 40.655144)","1.38175"
"West Farms Sq-E Tremont Av (2,5)","175 St (A)","427","147","POINT (-73.880049 40.840295)","POINT (-73.939704 40.847391)","0.6808"
"Steinway St (M,R)","34 St-Penn Station (A,C,E)","271","164","POINT (-73.92074 40.756879)","POINT (-73.993391 40.752287)","11.0988"
"161 St-Yankee Stadium (B,D,4)","Hoyt St (2,3)","604","336","POINT (-73.925741 40.82795)","POINT (-73.985065 40.690545)","0.46405"
"3 Av (L)","14 St (A,C,E)/8 Av (L)","118","618","POINT (-73.986122 40.732849)","POINT (-74.002134 40.740335)","11.32446"
"46 St-Bliss St (7)","Astor Pl (6)","458","407","POINT (-73.918435 40.743132)","POINT (-73.99107 40.730054)","3.6742"
"33 St (6)","103 St (6)","403","395","POINT (-73.982076 40.746081)","POINT (-73.947478 40.7906)","8.89292"
"Beach 25 St (A)","Sutter Av (L)","208","134","POINT (-73.761353 40.600066)","POINT (-73.901975 40.669367)","0.3227"
"81 St-Museum of Natural History (C,B)","Roosevelt Island (F)","159","222","POINT (-73.972143 40.781433)","POINT (-73.95326 40.759145)","0.3035"
"New Utrecht Av (N)/62 St (D)","Brook Av (6)","615","376","POINT (-73.996624 40.625657)","POINT (-73.91924 40.807566)","0.8837"
"Flushing-Main St (7)","Grand St (L)","447","123","POINT (-73.83003 40.7596)","POINT (-73.94067 40.711926)","3.6999"
"170 St (B,D)","Prospect Park (B,Q,S)","217","42","POINT (-73.9134 40.839306)","POINT (-73.962246 40.661614)","0.557"
"New Lots Av (3)","Junction Blvd (7)","352","451","POINT (-73.884079 40.666235)","POINT (-73.869527 40.749145)","0.31735"
"Clark St (2,3)","Wall St (2,3)","334","333","POINT (-73.993086 40.697466)","POINT (-74.0091 40.706821)","34.21112"
"Beach 90 St (A,S)","Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","200","279","POINT (-73.813641 40.588034)","POINT (-73.807969 40.700486)","0.74"
"Knickerbocker Av (M)","137 St-City College (1)","113","305","POINT (-73.919711 40.698664)","POINT (-73.953676 40.822008)","0.316"
"125 St (1)","Elmhurst Av (M,R)","306","266","POINT (-73.958372 40.815581)","POINT (-73.882017 40.742454)","0.3025"
"Avenue H (Q)","Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","48","611","POINT (-73.961639 40.62927)","POINT (-73.987581 40.755746)","7.9354"
"Grand St (L)","59 St-Columbus Circle (A,B,C,D,1)","123","614","POINT (-73.94067 40.711926)","POINT (-73.981833 40.768272)","5.1233"
"3 Av-149 St (2,5)","Cathedral Pkwy (110 St) (1)","434","308","POINT (-73.917757 40.816109)","POINT (-73.966847 40.803967)","1.85756"
"Queensboro Plaza (7,N,W)","Dyckman St (1)","461","299","POINT (-73.940202 40.750582)","POINT (-73.925536 40.860531)","0.8615"
"Morris Park (5)","8 St-NYU (R,W)","446","16","POINT (-73.860495 40.854364)","POINT (-73.992629 40.730328)","0.50583333333"
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","116 St-Columbia University (1)","611","307","POINT (-73.987581 40.755746)","POINT (-73.96411 40.807722)","59.73282"
"Myrtle Av (M,J,Z)","Kingsbridge Rd (4)","97","381","POINT (-73.935657 40.697207)","POINT (-73.897174 40.86776)","0.8226"
"Court Sq (E,G,M,7)","231 St (1)","606","295","POINT (-73.945032 40.747141)","POINT (-73.904834 40.878856)","0.2842"
"Grand Central-42 St (S,4,5,6,7)","Howard Beach-JFK Airport (A)","610","198","POINT (-73.977359 40.751992)","POINT (-73.830301 40.660476)","0.643"
"Vernon Blvd-Jackson Av (7)","York St (F)","464","235","POINT (-73.953581 40.742626)","POINT (-73.986751 40.701397)","2.1262"
"Morgan Av (L)","Astoria Blvd (N,W)","125","2","POINT (-73.933147 40.706152)","POINT (-73.917843 40.770258)","0.8577"
"Bronx Park East (2,5)","125 St (2,3)","425","439","POINT (-73.868457 40.848828)","POINT (-73.945495 40.807754)","4.9096"
"Halsey St (L)","3 Av-138 St (6)","129","377","POINT (-73.904084 40.695602)","POINT (-73.926138 40.810476)","0.44125"
"Astor Pl (6)","Chambers St (1,2,3)","407","327","POINT (-73.99107 40.730054)","POINT (-74.009266 40.715478)","0.8706"
"Union St (R)","Queens Plaza (E,M,R)","28","273","POINT (-73.98311 40.677316)","POINT (-73.937243 40.748973)","0.5945"
"Pelham Bay Park (6)","86 St (R)","360","38","POINT (-73.828121 40.852462)","POINT (-74.028398 40.622687)","0.328"
"86 St (4,5,6)","1 Av (L)","397","119","POINT (-73.955589 40.779492)","POINT (-73.981628 40.730953)","2.4374"
"Sterling St (2,5)","168 St (A,C,1)","354","605","POINT (-73.95085 40.662742)","POINT (-73.939847 40.840638)","3.1999"
"14 St (F,M,1,2,3)/6 Av (L)","Burnside Av (4)","601","384","POINT (-73.997732 40.737796)","POINT (-73.907684 40.853453)","0.7579"
"Beverley Rd (Q)","Bedford Av (L)","45","120","POINT (-73.964492 40.644031)","POINT (-73.956872 40.717304)","1.95472"
"Ocean Pkwy (Q)","72 St (1,2,3)","56","313","POINT (-73.968501 40.576312)","POINT (-73.98197 40.778453)","0.452325"
"77 St (R)","137 St-City College (1)","37","305","POINT (-74.02551 40.629742)","POINT (-73.953676 40.822008)","0.525925"
"116 St (C,B)","137 St-City College (1)","154","305","POINT (-73.954882 40.805085)","POINT (-73.953676 40.822008)","0.39186666667"
"Rector St (1)","8 St-NYU (R,W)","329","16","POINT (-74.013783 40.707513)","POINT (-73.992629 40.730328)","2.3666"
"E 149 St (6)","79 St (1)","373","312","POINT (-73.904098 40.812118)","POINT (-73.979917 40.783934)","0.52423333333"
"Delancey St (F)/Essex St (J,M,Z)","Junction Blvd (7)","625","451","POINT (-73.987776 40.718463)","POINT (-73.869527 40.749145)","0.6003"
"Lexington Av (N,R,W)/59 St (4,5,6)","E 143 St-St Mary's St (6)","613","374","POINT (-73.967613 40.762593)","POINT (-73.907657 40.808719)","1.76915"
"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","Kings Hwy (B,Q)","279","51","POINT (-73.807969 40.700486)","POINT (-73.957734 40.60867)","1.264"
"59 St (N,R)","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","35","617","POINT (-74.017881 40.641362)","POINT (-73.977789 40.684162)","45.34964"
"Kosciuszko St (J)","8 St-NYU (R,W)","96","16","POINT (-73.928814 40.693342)","POINT (-73.992629 40.730328)","0.597675"
"Halsey St (J)","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","94","619","POINT (-73.916559 40.68637)","POINT (-73.995432 40.725606)","7.69666"
"Lexington Av/63 St (F,Q)","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","223","622","POINT (-73.966113 40.764629)","POINT (-74.003766 40.713154)","2.34535"
"Grand St (B,D)","Marble Hill-225 St (1)","231","296","POINT (-73.993753 40.718267)","POINT (-73.909831 40.874561)","0.2965"
"63 Dr-Rego Park (M,R)","Flushing Av (G)","263","287","POINT (-73.861604 40.729846)","POINT (-73.950234 40.700377)","0.943675"
"Aqueduct Racetrack (A)","18 St (1)","196","321","POINT (-73.835919 40.672097)","POINT (-73.997871 40.74104)","0.5683"
"116 St (6)","East Broadway (F)","393","234","POINT (-73.941617 40.798629)","POINT (-73.990173 40.713715)","2.0644"
"Newkirk Plaza (B,Q)","Bryant Pk (B,D,F,M)/5 Av (7)","47","609","POINT (-73.962793 40.635082)","POINT (-73.983266 40.754022)","18.95318"
"116 St (2,3)","Ozone Park-Lefferts Blvd (A)","440","195","POINT (-73.949625 40.802098)","POINT (-73.825798 40.685951)","0.299"
"Pelham Bay Park (6)","Whitlock Av (6)","360","370","POINT (-73.828121 40.852462)","POINT (-73.886283 40.826525)","1.816925"
"Forest Hills-71 Av (E,F,M,R)","190 St (A)","261","145","POINT (-73.844521 40.721691)","POINT (-73.93418 40.859022)","1.1623"
"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","Buhre Av (6)","279","361","POINT (-73.807969 40.700486)","POINT (-73.832569 40.84681)","0.6107"
"Church Av (F,G)","Shepherd Av (C)","243","187","POINT (-73.979678 40.644041)","POINT (-73.88075 40.67413)","0.29433333333"
"161 St-Yankee Stadium (B,D,4)","36 Av (N,W)","604","5","POINT (-73.925741 40.82795)","POINT (-73.929575 40.756804)","1.36905"
"23 St (C,E)","4 Av (F,G)/9 St (R)","165","608","POINT (-73.998041 40.745906)","POINT (-73.989041 40.670559)","1.37335"
"Broadway (N,W)","Burke Av (2,5)","4","422","POINT (-73.925508 40.76182)","POINT (-73.867164 40.871356)","0.2838"
"233 St (2,5)","Kew Gardens-Union Tpke (E,F)","418","259","POINT (-73.857473 40.893193)","POINT (-73.831008 40.714441)","0.4778"
"3 Av-138 St (6)","2 Av (F)","377","232","POINT (-73.926138 40.810476)","POINT (-73.989938 40.723402)","0.88"
"8 St-NYU (R,W)","207 St (1)","16","298","POINT (-73.992629 40.730328)","POINT (-73.918822 40.864621)","0.2855"
"Roosevelt Island (F)","Broadway (N,W)","222","4","POINT (-73.95326 40.759145)","POINT (-73.925508 40.76182)","0.4065"
"45 St (R)","Junius St (3)","33","349","POINT (-74.010006 40.648939)","POINT (-73.902447 40.663515)","0.3122"
"15 St-Prospect Park (F,G)","135 St (2,3)","241","438","POINT (-73.979493 40.660365)","POINT (-73.94077 40.814229)","0.2835"
"Livonia Av (L)","116 St (6)","135","393","POINT (-73.900571 40.664038)","POINT (-73.941617 40.798629)","0.2955"
"Beverly Rd (2,5)","45 St (R)","357","33","POINT (-73.948959 40.645098)","POINT (-74.010006 40.648939)","2.01425"
"Fresh Pond Rd (M)","45 St (R)","109","33","POINT (-73.895877 40.706186)","POINT (-74.010006 40.648939)","1.00215"
"Bryant Pk (B,D,F,M)/5 Av (7)","34 St-Herald Sq (B,D,F,M,N,Q,R,W)","609","607","POINT (-73.983266 40.754022)","POINT (-73.987887 40.749643)","10.75326"
"St Lawrence Av (6)","Whitlock Av (6)","367","370","POINT (-73.867618 40.831509)","POINT (-73.886283 40.826525)","1.519"
"Longwood Av (6)","Bryant Pk (B,D,F,M)/5 Av (7)","372","609","POINT (-73.896435 40.816104)","POINT (-73.983266 40.754022)","0.459"
"Graham Av (L)","Flushing-Main St (7)","122","447","POINT (-73.944053 40.714565)","POINT (-73.83003 40.7596)","0.3227"
"Kingston Av (3)","DeKalb Av (B,Q,R)","344","26","POINT (-73.942161 40.669399)","POINT (-73.981824 40.690635)","0.60225"
"18 Av (D)","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","66","622","POINT (-74.001736 40.607954)","POINT (-74.003766 40.713154)","1.36892"
"96 St (Q)","Longwood Av (6)","475","372","POINT (-73.947152 40.784318)","POINT (-73.896435 40.816104)","0.3165"
"Eastern Pkwy-Brooklyn Museum (2,3)","103 St (1)","341","309","POINT (-73.964375 40.671987)","POINT (-73.968379 40.799446)","0.56176666667"
"Aqueduct-N Conduit Av (A)","Beach 60 St (A)","197","205","POINT (-73.834058 40.668234)","POINT (-73.788522 40.592374)","0.63343333333"
"174 St (2,5)","Rockaway Av (3)","428","348","POINT (-73.887734 40.837288)","POINT (-73.908946 40.662549)","0.6445"
"Rector St (R,W)","96 St (6)","22","396","POINT (-74.013342 40.70722)","POINT (-73.95107 40.785672)","0.31915"
"Jay St-MetroTech (A,C,F,R)","59 St-Columbus Circle (A,B,C,D,1)","636","614","POINT (-73.986642 40.692259)","POINT (-73.981833 40.768272)","17.10762"
"Clark St (2,3)","Woodhaven Blvd (M,R)","334","264","POINT (-73.993086 40.697466)","POINT (-73.869229 40.733106)","0.3005"
"Cleveland St (J)","28 St (1)","89","319","POINT (-73.884639 40.679947)","POINT (-73.993365 40.747215)","0.316"
"Westchester Sq-E Tremont Av (6)","138 St-Grand Concourse (4,5)","363","391","POINT (-73.842952 40.839892)","POINT (-73.929849 40.813224)","0.60476666667"
"231 St (1)","96 St (6)","295","396","POINT (-73.904834 40.878856)","POINT (-73.95107 40.785672)","0.95334"
"Jamaica-Van Wyck (E)","Brook Av (6)","280","376","POINT (-73.816859 40.702566)","POINT (-73.91924 40.807566)","0.9055"
"149 St-Grand Concourse (2,4,5)","Spring St (C,E)","603","168","POINT (-73.927034 40.818393)","POINT (-74.003739 40.726227)","0.96075"
"Norwood Av (J,Z)","116 St (6)","88","393","POINT (-73.880039 40.68141)","POINT (-73.941617 40.798629)","0.46"
"116 St (C,B)","Nassau Av (G)","154","284","POINT (-73.954882 40.805085)","POINT (-73.951277 40.724635)","0.2909"
"Myrtle-Wyckoff Avs (L,M)","Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","630","617","POINT (-73.911986 40.699622)","POINT (-73.977789 40.684162)","3.25202"
"20 Av (D)","Prospect Av (R)","67","30","POINT (-73.998168 40.604556)","POINT (-73.992872 40.665414)","2.1565"
"Sutter Av (L)","Grand St (L)","134","123","POINT (-73.901975 40.669367)","POINT (-73.94067 40.711926)","1.7856"
"Bergen St (F,G)","36 Av (N,W)","236","5","POINT (-73.990862 40.686145)","POINT (-73.929575 40.756804)","0.30933333333"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","New Utrecht Av (N)/62 St (D)","602","615","POINT (-73.990416 40.735066)","POINT (-73.996624 40.625657)","1.12323333333"
"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","Myrtle Av (M,J,Z)","279","97","POINT (-73.807969 40.700486)","POINT (-73.935657 40.697207)","14.71226"
"Fordham Rd (4)","Baychester Av (5)","382","443","POINT (-73.901034 40.862803)","POINT (-73.838591 40.878663)","0.3246"
"34 St-Penn Station (1,2,3)","Hoyt-Schermerhorn Sts (A,C,G)","318","175","POINT (-73.991057 40.750373)","POINT (-73.985001 40.688484)","0.6065"
"Jamaica-Van Wyck (E)","Myrtle-Wyckoff Avs (L,M)","280","630","POINT (-73.816859 40.702566)","POINT (-73.911986 40.699622)","0.51226666667"
"Norwood-205 St (D)","169 St (F)","210","255","POINT (-73.878855 40.874811)","POINT (-73.793604 40.71047)","0.516725"
"Van Siclen Av (C)","Jackson Av (2,5)","186","433","POINT (-73.890358 40.67271)","POINT (-73.907807 40.81649)","0.6348"
"36 Av (N,W)","DeKalb Av (L)","5","127","POINT (-73.929575 40.756804)","POINT (-73.918425 40.703811)","0.3018"
"Houston St (1)","Chambers St (1,2,3)","324","327","POINT (-74.005367 40.728251)","POINT (-74.009266 40.715478)","7.18972"
"46 St-Bliss St (7)","Clinton-Washington Avs (C)","458","177","POINT (-73.918435 40.743132)","POINT (-73.965838 40.683263)","0.28575"
"Allerton Av (2,5)","Hewes St (M,J)","423","100","POINT (-73.867352 40.865462)","POINT (-73.953431 40.70687)","0.9033"
"Rockaway Blvd (A)","Delancey St (F)/Essex St (J,M,Z)","192","625","POINT (-73.843853 40.680429)","POINT (-73.987776 40.718463)","5.83268"
"116 St (6)","Greenpoint Av (G)","393","283","POINT (-73.941617 40.798629)","POINT (-73.954449 40.731352)","0.8561"
"191 St (1)","Rector St (1)","300","329","POINT (-73.929412 40.855225)","POINT (-74.013783 40.707513)","2.9111"
"Kingsbridge Rd (B,D)","Pennsylvania Av (3)","212","350","POINT (-73.893509 40.866978)","POINT (-73.894895 40.664635)","0.3025"
"103 St (C,B)","110 St (6)","156","394","POINT (-73.961454 40.796092)","POINT (-73.94425 40.79502)","0.2895"
"Avenue X (F)","DeKalb Av (L)","252","127","POINT (-73.97425 40.58962)","POINT (-73.918425 40.703811)","0.4605"
"Beach 105 St (A,S)","Marcy Av (M,J,Z)","202","101","POINT (-73.827559 40.583209)","POINT (-73.957757 40.708359)","0.651"
"18 St (1)","DeKalb Av (L)","321","127","POINT (-73.997871 40.74104)","POINT (-73.918425 40.703811)","0.30595"
"86 St (4,5,6)","2 Av (F)","397","232","POINT (-73.955589 40.779492)","POINT (-73.989938 40.723402)","1.13526"
"Rockaway Blvd (A)","Fresh Pond Rd (M)","192","109","POINT (-73.843853 40.680429)","POINT (-73.895877 40.706186)","0.6427"
"231 St (1)","69 St (7)","295","455","POINT (-73.904834 40.878856)","POINT (-73.896403 40.746325)","0.2892"
"Grand Army Plaza (2,3)","Simpson St (2,5)","340","430","POINT (-73.971046 40.675235)","POINT (-73.893064 40.824073)","0.47193333333"
"Mosholu Pkwy (4)","Rockaway Av (C)","379","183","POINT (-73.884655 40.87975)","POINT (-73.911946 40.67834)","0.2975"
"Ralph Av (C)","Aqueduct Racetrack (A)","182","196","POINT (-73.920786 40.678822)","POINT (-73.835919 40.672097)","0.318"
"Pelham Pkwy (2,5)","New Utrecht Av (N)/62 St (D)","424","615","POINT (-73.867615 40.857192)","POINT (-73.996624 40.625657)","0.2988"
"Astoria-Ditmars Blvd (N,W)","Clinton-Washington Avs (G)","1","291","POINT (-73.912034 40.775036)","POINT (-73.966839 40.688089)","1.911175"
"23 St (6)","34 St-Herald Sq (B,D,F,M,N,Q,R,W)","405","607","POINT (-73.986599 40.739864)","POINT (-73.987887 40.749643)","5.6938"
"Junction Blvd (7)","Graham Av (L)","451","122","POINT (-73.869527 40.749145)","POINT (-73.944053 40.714565)","2.03844"
"Kings Hwy (F)","90 St-Elmhurst Av (7)","250","452","POINT (-73.972361 40.603217)","POINT (-73.876613 40.748408)","0.3165"
"Pelham Bay Park (6)","3 Av-149 St (2,5)","360","434","POINT (-73.828121 40.852462)","POINT (-73.917757 40.816109)","2.7786"
"Church Av (B,Q)","WTC Cortlandt (1)","44","328","POINT (-73.962982 40.650527)","POINT (-74.012188 40.711835)","0.35752"
"Myrtle-Wyckoff Avs (L,M)","18 Av (F)","630","245","POINT (-73.911986 40.699622)","POINT (-73.976971 40.629755)","1.13736"
"219 St (2,5)","5 Av/59 St (N,R,W)","420","8","POINT (-73.862633 40.883895)","POINT (-73.973347 40.764811)","0.6595"
"225 St (2,5)","Whitlock Av (6)","419","370","POINT (-73.860341 40.888022)","POINT (-73.886283 40.826525)","0.32"
"Avenue U (Q)","Crown Hts-Utica Av (3,4)","52","345","POINT (-73.955929 40.5993)","POINT (-73.932942 40.668897)","0.8914"
"Bryant Pk (B,D,F,M)/5 Av (7)","9 Av (D)","609","59","POINT (-73.983266 40.754022)","POINT (-73.994324 40.646292)","1.0243"
"Canarsie-Rockaway Pkwy (L)","Canal St (J,N,Q,R,W,Z,6)","138","623","POINT (-73.90185 40.646654)","POINT (-74.00058 40.718701)","9.7542"
"Ozone Park-Lefferts Blvd (A)","DeKalb Av (B,Q,R)","195","26","POINT (-73.825798 40.685951)","POINT (-73.981824 40.690635)","1.17606"
"Union St (R)","Ozone Park-Lefferts Blvd (A)","28","195","POINT (-73.98311 40.677316)","POINT (-73.825798 40.685951)","0.57975"
"Prospect Park (B,Q,S)","Saratoga Av (3)","42","347","POINT (-73.962246 40.661614)","POINT (-73.916327 40.661453)","0.54096"
"Wilson Av (L)","145 St (3)","130","437","POINT (-73.904046 40.688764)","POINT (-73.936245 40.820421)","0.5728"
"Sutphin Blvd (F)","15 St-Prospect Park (F,G)","257","241","POINT (-73.810708 40.70546)","POINT (-73.979493 40.660365)","0.79015"
"Church Av (B,Q)","Pelham Bay Park (6)","44","360","POINT (-73.962982 40.650527)","POINT (-73.828121 40.852462)","0.8483"
"33 St-Rawson St (7)","Hunters Point Av (7)","460","463","POINT (-73.930997 40.744587)","POINT (-73.948916 40.742216)","0.48753333333"
"Spring St (C,E)","Sheepshead Bay (B,Q)","168","54","POINT (-74.003739 40.726227)","POINT (-73.954155 40.586896)","0.3052"
"49 St (N,R,W)","86 St (N)","10","79","POINT (-73.984139 40.759901)","POINT (-73.97823 40.592721)","0.29746666667"
"Fresh Pond Rd (M)","174 St (2,5)","109","428","POINT (-73.895877 40.706186)","POINT (-73.887734 40.837288)","0.2788"
"Winthrop St (2,5)","Alabama Av (J)","355","91","POINT (-73.9502 40.656652)","POINT (-73.898654 40.676992)","0.295"
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","Franklin Av (C,S)","619","627","POINT (-73.995432 40.725606)","POINT (-73.956337 40.680988)","0.39613333333"
"40 St-Lowery St (7)","Fulton St (G)","459","292","POINT (-73.924016 40.743781)","POINT (-73.975375 40.687119)","1.553"
"Woodlawn (4)","36 Av (N,W)","378","5","POINT (-73.878751 40.886037)","POINT (-73.929575 40.756804)","0.69858"
"Kings Hwy (N)","Roosevelt Island (F)","77","222","POINT (-73.980353 40.603923)","POINT (-73.95326 40.759145)","0.76975"
"Montrose Av (L)","Christopher St-Sheridan Sq (1)","124","323","POINT (-73.93985 40.707739)","POINT (-74.002906 40.733422)","0.7296"
"86 St (4,5,6)","Canal St (1)","397","325","POINT (-73.955589 40.779492)","POINT (-74.006277 40.722854)","0.962725"
"30 Av (N,W)","Castle Hill Av (6)","3","365","POINT (-73.921479 40.766779)","POINT (-73.851222 40.834255)","0.58"
"21 St (G)","86 St (N)","282","79","POINT (-73.949724 40.744065)","POINT (-73.97823 40.592721)","0.5807"
"Jamaica-179 St (F)","Avenue P (F)","254","249","POINT (-73.783817 40.712646)","POINT (-73.973022 40.608944)","1.5694"
